id,privacy_api_class,privacy_api_method,privacy_api,description
1,Get Sensor,18,,Allows an application  to recognize physical activity
2,Get Sensor,19,,Allows an application  to recognize physical activity
3,Get Sensor,21,,"Allows an application  to access data from sensors that the user uses to measure what is happening  inside his/her body, such as heart rate"
4,android.os.Build,getSerial,Landroid/os/Build;.getSerial:()Ljava/lang/String;,"Allows read only access to phone state, including the current cellular  network information, the status of any ongoing calls, and a list of any  android.telecom.PhoneAccounts registered on the device. Note: If both your  minSdkVersion and targetSdkVersion values are set to 3 or lower, the system  implicitly grants your app this permission. If you don't need this  permission, be sure your targetSdkVersion is 4 or higher"
5,android.os.Build,SERIAL,Landroid/os/Build;.SERIAL:Ljava/lang/String;,"Allows read only access to phone state, including the current cellular  network information, the status of any ongoing calls, and a list of any  android.telecom.PhoneAccounts registered on the device. Note: If both your  minSdkVersion and targetSdkVersion values are set to 3 or lower, the system  implicitly grants your app this permission. If you don't need this  permission, be sure your targetSdkVersion is 4 or higher"
6,android.bluetooth.BluetoothAdapter.LeScanCallback,*,,"Allows an app to access approximate location. Alternatively, you might  want ACCESS_FINE_LOCATION"
7,android.net.wifi.aware.WifiAwareManager,init,Landroid/net/wifi/aware/WifiAwareManager;.<init>:()V,
8,android.net.wifi.aware.WifiAwareManager,attach,Landroid/net/wifi/aware/WifiAwareManager;.attach:(Landroid/net/wifi/aware/AttachCallback;Landroid/net/wifi/aware/IdentityChangedListener;Landroid/os/Handler;)V,
9,android.net.wifi.aware.WifiAwareManager,attach,Landroid/net/wifi/aware/WifiAwareManager;.attach:(Landroid/net/wifi/aware/AttachCallback;Landroid/os/Handler;)V,
10,android.net.wifi.aware.WifiAwareManager,getCharacteristics,Landroid/net/wifi/aware/WifiAwareManager;.getCharacteristics:()Landroid/net/wifi/aware/Characteristics;,
11,android.net.wifi.aware.WifiAwareManager,isAvailable,Landroid/net/wifi/aware/WifiAwareManager;.isAvailable:()Z,
12,android.net.wifi.p2p.WifiP2pManager,init,Landroid/net/wifi/p2p/WifiP2pManager;.<init>:()V,
13,android.net.wifi.p2p.WifiP2pManager,addLocalService,Landroid/net/wifi/p2p/WifiP2pManager;.addLocalService:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/nsd/WifiP2pServiceInfo;Landroid/net/wifi/p2p/WifiP2pManager$ActionListener;)V,
14,android.net.wifi.p2p.WifiP2pManager,addServiceRequest,Landroid/net/wifi/p2p/WifiP2pManager;.addServiceRequest:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/nsd/WifiP2pServiceRequest;Landroid/net/wifi/p2p/WifiP2pManager$ActionListener;)V,
15,android.net.wifi.p2p.WifiP2pManager,cancelConnect,Landroid/net/wifi/p2p/WifiP2pManager;.cancelConnect:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pManager$ActionListener;)V,
16,android.net.wifi.p2p.WifiP2pManager,clearLocalServices,Landroid/net/wifi/p2p/WifiP2pManager;.clearLocalServices:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pManager$ActionListener;)V,
17,android.net.wifi.p2p.WifiP2pManager,clearServiceRequests,Landroid/net/wifi/p2p/WifiP2pManager;.clearServiceRequests:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pManager$ActionListener;)V,
18,android.net.wifi.p2p.WifiP2pManager,connect,Landroid/net/wifi/p2p/WifiP2pManager;.connect:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pConfig;Landroid/net/wifi/p2p/WifiP2pManager$ActionListener;)V,
19,android.net.wifi.p2p.WifiP2pManager,createGroup,Landroid/net/wifi/p2p/WifiP2pManager;.createGroup:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pConfig;Landroid/net/wifi/p2p/WifiP2pManager$ActionListener;)V,
20,android.net.wifi.p2p.WifiP2pManager,createGroup,Landroid/net/wifi/p2p/WifiP2pManager;.createGroup:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pManager$ActionListener;)V,
21,android.net.wifi.p2p.WifiP2pManager,discoverPeers,Landroid/net/wifi/p2p/WifiP2pManager;.discoverPeers:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pManager$ActionListener;)V,
22,android.net.wifi.p2p.WifiP2pManager,discoverServices,Landroid/net/wifi/p2p/WifiP2pManager;.discoverServices:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pManager$ActionListener;)V,
23,android.net.wifi.p2p.WifiP2pManager,initialize,Landroid/net/wifi/p2p/WifiP2pManager;.initialize:(Landroid/content/Context;Landroid/os/Looper;Landroid/net/wifi/p2p/WifiP2pManager$ChannelListener;)Landroid/net/wifi/p2p/WifiP2pManager$Channel;,
24,android.net.wifi.p2p.WifiP2pManager,removeGroup,Landroid/net/wifi/p2p/WifiP2pManager;.removeGroup:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pManager$ActionListener;)V,
25,android.net.wifi.p2p.WifiP2pManager,removeLocalService,Landroid/net/wifi/p2p/WifiP2pManager;.removeLocalService:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/nsd/WifiP2pServiceInfo;Landroid/net/wifi/p2p/WifiP2pManager$ActionListener;)V,
26,android.net.wifi.p2p.WifiP2pManager,removeServiceRequest,Landroid/net/wifi/p2p/WifiP2pManager;.removeServiceRequest:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/nsd/WifiP2pServiceRequest;Landroid/net/wifi/p2p/WifiP2pManager$ActionListener;)V,
27,android.net.wifi.p2p.WifiP2pManager,requestConnectionInfo,Landroid/net/wifi/p2p/WifiP2pManager;.requestConnectionInfo:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pManager$ConnectionInfoListener;)V,
28,android.net.wifi.p2p.WifiP2pManager,requestDeviceInfo,Landroid/net/wifi/p2p/WifiP2pManager;.requestDeviceInfo:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pManager$DeviceInfoListener;)V,
29,android.net.wifi.p2p.WifiP2pManager,requestDiscoveryState,Landroid/net/wifi/p2p/WifiP2pManager;.requestDiscoveryState:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pManager$DiscoveryStateListener;)V,
30,android.net.wifi.p2p.WifiP2pManager,requestGroupInfo,Landroid/net/wifi/p2p/WifiP2pManager;.requestGroupInfo:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pManager$GroupInfoListener;)V,
31,android.net.wifi.p2p.WifiP2pManager,requestNetworkInfo,Landroid/net/wifi/p2p/WifiP2pManager;.requestNetworkInfo:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pManager$NetworkInfoListener;)V,
32,android.net.wifi.p2p.WifiP2pManager,requestP2pState,Landroid/net/wifi/p2p/WifiP2pManager;.requestP2pState:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pManager$P2pStateListener;)V,
33,android.net.wifi.p2p.WifiP2pManager,requestPeers,Landroid/net/wifi/p2p/WifiP2pManager;.requestPeers:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pManager$PeerListListener;)V,
34,android.net.wifi.p2p.WifiP2pManager,setDnsSdResponseListeners,Landroid/net/wifi/p2p/WifiP2pManager;.setDnsSdResponseListeners:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pManager$DnsSdServiceResponseListener;Landroid/net/wifi/p2p/WifiP2pManager$DnsSdTxtRecordListener;)V,
35,android.net.wifi.p2p.WifiP2pManager,setServiceResponseListener,Landroid/net/wifi/p2p/WifiP2pManager;.setServiceResponseListener:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pManager$ServiceResponseListener;)V,
36,android.net.wifi.p2p.WifiP2pManager,setUpnpServiceResponseListener,Landroid/net/wifi/p2p/WifiP2pManager;.setUpnpServiceResponseListener:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pManager$UpnpServiceResponseListener;)V,
37,android.net.wifi.p2p.WifiP2pManager,stopPeerDiscovery,Landroid/net/wifi/p2p/WifiP2pManager;.stopPeerDiscovery:(Landroid/net/wifi/p2p/WifiP2pManager$Channel;Landroid/net/wifi/p2p/WifiP2pManager$ActionListener;)V,
38,android.net.wifi.rtt.WifiRttManager,init,Landroid/net/wifi/rtt/WifiRttManager;.<init>:()V,
39,android.net.wifi.rtt.WifiRttManager,isAvailable,Landroid/net/wifi/rtt/WifiRttManager;.isAvailable:()Z,
40,android.net.wifi.rtt.WifiRttManager,startRanging,Landroid/net/wifi/rtt/WifiRttManager;.startRanging:(Landroid/net/wifi/rtt/RangingRequest;Ljava/util/concurrent/Executor;Landroid/net/wifi/rtt/RangingResultCallback;)V,
41,android.hardware.Camera,init,Landroid/hardware/Camera;.<init>:()V,
42,android.hardware.Camera,getCameraInfo,Landroid/hardware/Camera;.getCameraInfo:(ILandroid/hardware/Camera$CameraInfo;)V,
43,android.hardware.Camera,getNumberOfCameras,Landroid/hardware/Camera;.getNumberOfCameras:()I,
44,android.hardware.Camera,open,Landroid/hardware/Camera;.open:()Landroid/hardware/Camera;,
45,android.hardware.Camera,open,Landroid/hardware/Camera;.open:(I)Landroid/hardware/Camera;,
46,android.hardware.Camera,addCallbackBuffer,Landroid/hardware/Camera;.addCallbackBuffer:([B)V,
47,android.hardware.Camera,autoFocus,Landroid/hardware/Camera;.autoFocus:(Landroid/hardware/Camera$AutoFocusCallback;)V,
48,android.hardware.Camera,cancelAutoFocus,Landroid/hardware/Camera;.cancelAutoFocus:()V,
49,android.hardware.Camera,enableShutterSound,Landroid/hardware/Camera;.enableShutterSound:(Z)Z,
50,android.hardware.Camera,finalize,Landroid/hardware/Camera;.finalize:()V,
51,android.hardware.Camera,getParameters,Landroid/hardware/Camera;.getParameters:()Landroid/hardware/Camera$Parameters;,
52,android.hardware.Camera,lock,Landroid/hardware/Camera;.lock:()V,
53,android.hardware.Camera,reconnect,Landroid/hardware/Camera;.reconnect:()V,
54,android.hardware.Camera,release,Landroid/hardware/Camera;.release:()V,
55,android.hardware.Camera,setAutoFocusMoveCallback,Landroid/hardware/Camera;.setAutoFocusMoveCallback:(Landroid/hardware/Camera$AutoFocusMoveCallback;)V,
56,android.hardware.Camera,setDisplayOrientation,Landroid/hardware/Camera;.setDisplayOrientation:(I)V,
57,android.hardware.Camera,setErrorCallback,Landroid/hardware/Camera;.setErrorCallback:(Landroid/hardware/Camera$ErrorCallback;)V,
58,android.hardware.Camera,setFaceDetectionListener,Landroid/hardware/Camera;.setFaceDetectionListener:(Landroid/hardware/Camera$FaceDetectionListener;)V,
59,android.hardware.Camera,setOneShotPreviewCallback,Landroid/hardware/Camera;.setOneShotPreviewCallback:(Landroid/hardware/Camera$PreviewCallback;)V,
60,android.hardware.Camera,setParameters,Landroid/hardware/Camera;.setParameters:(Landroid/hardware/Camera$Parameters;)V,
61,android.hardware.Camera,setPreviewCallback,Landroid/hardware/Camera;.setPreviewCallback:(Landroid/hardware/Camera$PreviewCallback;)V,
62,android.hardware.Camera,setPreviewCallbackWithBuffer,Landroid/hardware/Camera;.setPreviewCallbackWithBuffer:(Landroid/hardware/Camera$PreviewCallback;)V,
63,android.hardware.Camera,setPreviewDisplay,Landroid/hardware/Camera;.setPreviewDisplay:(Landroid/view/SurfaceHolder;)V,
64,android.hardware.Camera,setPreviewTexture,Landroid/hardware/Camera;.setPreviewTexture:(Landroid/graphics/SurfaceTexture;)V,
65,android.hardware.Camera,setZoomChangeListener,Landroid/hardware/Camera;.setZoomChangeListener:(Landroid/hardware/Camera$OnZoomChangeListener;)V,
66,android.hardware.Camera,startFaceDetection,Landroid/hardware/Camera;.startFaceDetection:()V,
67,android.hardware.Camera,startPreview,Landroid/hardware/Camera;.startPreview:()V,
68,android.hardware.Camera,startSmoothZoom,Landroid/hardware/Camera;.startSmoothZoom:(I)V,
69,android.hardware.Camera,stopFaceDetection,Landroid/hardware/Camera;.stopFaceDetection:()V,
70,android.hardware.Camera,stopPreview,Landroid/hardware/Camera;.stopPreview:()V,
71,android.hardware.Camera,stopSmoothZoom,Landroid/hardware/Camera;.stopSmoothZoom:()V,
72,android.hardware.Camera,takePicture,Landroid/hardware/Camera;.takePicture:(Landroid/hardware/Camera$ShutterCallback;Landroid/hardware/Camera$PictureCallback;Landroid/hardware/Camera$PictureCallback;)V,
73,android.hardware.Camera,takePicture,Landroid/hardware/Camera;.takePicture:(Landroid/hardware/Camera$ShutterCallback;Landroid/hardware/Camera$PictureCallback;Landroid/hardware/Camera$PictureCallback;Landroid/hardware/Camera$PictureCallback;)V,
74,android.hardware.Camera,unlock,Landroid/hardware/Camera;.unlock:()V,
75,android.hardware.camera2.CameraDevice,init,Landroid/hardware/camera2/CameraDevice;.<init>:()V,
76,android.hardware.camera2.CameraDevice,close,Landroid/hardware/camera2/CameraDevice;.close:()V,
77,android.hardware.camera2.CameraDevice,createCaptureRequest,Landroid/hardware/camera2/CameraDevice;.createCaptureRequest:(I)Landroid/hardware/camera2/CaptureRequest$Builder;,
78,android.hardware.camera2.CameraDevice,createCaptureRequest,Landroid/hardware/camera2/CameraDevice;.createCaptureRequest:(ILjava/util/Set;)Landroid/hardware/camera2/CaptureRequest$Builder;,
79,android.hardware.camera2.CameraDevice,createCaptureSession,Landroid/hardware/camera2/CameraDevice;.createCaptureSession:(Landroid/hardware/camera2/params/SessionConfiguration;)V,
80,android.hardware.camera2.CameraDevice,createCaptureSession,Landroid/hardware/camera2/CameraDevice;.createCaptureSession:(Ljava/util/List;Landroid/hardware/camera2/CameraCaptureSession$StateCallback;Landroid/os/Handler;)V,
81,android.hardware.camera2.CameraDevice,createCaptureSessionByOutputConfigurations,Landroid/hardware/camera2/CameraDevice;.createCaptureSessionByOutputConfigurations:(Ljava/util/List;Landroid/hardware/camera2/CameraCaptureSession$StateCallback;Landroid/os/Handler;)V,
82,android.hardware.camera2.CameraDevice,createConstrainedHighSpeedCaptureSession,Landroid/hardware/camera2/CameraDevice;.createConstrainedHighSpeedCaptureSession:(Ljava/util/List;Landroid/hardware/camera2/CameraCaptureSession$StateCallback;Landroid/os/Handler;)V,
83,android.hardware.camera2.CameraDevice,createReprocessCaptureRequest,Landroid/hardware/camera2/CameraDevice;.createReprocessCaptureRequest:(Landroid/hardware/camera2/TotalCaptureResult;)Landroid/hardware/camera2/CaptureRequest$Builder;,
84,android.hardware.camera2.CameraDevice,createReprocessableCaptureSession,Landroid/hardware/camera2/CameraDevice;.createReprocessableCaptureSession:(Landroid/hardware/camera2/params/InputConfiguration;Ljava/util/List;Landroid/hardware/camera2/CameraCaptureSession$StateCallback;Landroid/os/Handler;)V,
85,android.hardware.camera2.CameraDevice,createReprocessableCaptureSessionByConfigurations,Landroid/hardware/camera2/CameraDevice;.createReprocessableCaptureSessionByConfigurations:(Landroid/hardware/camera2/params/InputConfiguration;Ljava/util/List;Landroid/hardware/camera2/CameraCaptureSession$StateCallback;Landroid/os/Handler;)V,
86,android.hardware.camera2.CameraDevice,getCameraAudioRestriction,Landroid/hardware/camera2/CameraDevice;.getCameraAudioRestriction:()I,
87,android.hardware.camera2.CameraDevice,getId,Landroid/hardware/camera2/CameraDevice;.getId:()Ljava/lang/String;,
88,android.hardware.camera2.CameraDevice,isSessionConfigurationSupported,Landroid/hardware/camera2/CameraDevice;.isSessionConfigurationSupported:(Landroid/hardware/camera2/params/SessionConfiguration;)Z,
89,android.hardware.camera2.CameraDevice,setCameraAudioRestriction,Landroid/hardware/camera2/CameraDevice;.setCameraAudioRestriction:(I)V,
90,android.net.sip.SipManager,init,Landroid/net/sip/SipManager;.<init>:()V,
91,android.net.sip.SipManager,getCallId,Landroid/net/sip/SipManager;.getCallId:(Landroid/content/Intent;)Ljava/lang/String;,
92,android.net.sip.SipManager,getOfferSessionDescription,Landroid/net/sip/SipManager;.getOfferSessionDescription:(Landroid/content/Intent;)Ljava/lang/String;,
93,android.net.sip.SipManager,isApiSupported,Landroid/net/sip/SipManager;.isApiSupported:(Landroid/content/Context;)Z,
94,android.net.sip.SipManager,isIncomingCallIntent,Landroid/net/sip/SipManager;.isIncomingCallIntent:(Landroid/content/Intent;)Z,
95,android.net.sip.SipManager,isSipWifiOnly,Landroid/net/sip/SipManager;.isSipWifiOnly:(Landroid/content/Context;)Z,
96,android.net.sip.SipManager,isVoipSupported,Landroid/net/sip/SipManager;.isVoipSupported:(Landroid/content/Context;)Z,
97,android.net.sip.SipManager,newInstance,Landroid/net/sip/SipManager;.newInstance:(Landroid/content/Context;)Landroid/net/sip/SipManager;,
98,android.net.sip.SipManager,close,Landroid/net/sip/SipManager;.close:(Ljava/lang/String;)V,
99,android.net.sip.SipManager,createSipSession,Landroid/net/sip/SipManager;.createSipSession:(Landroid/net/sip/SipProfile;Landroid/net/sip/SipSession$Listener;)Landroid/net/sip/SipSession;,
100,android.net.sip.SipManager,getSessionFor,Landroid/net/sip/SipManager;.getSessionFor:(Landroid/content/Intent;)Landroid/net/sip/SipSession;,
101,android.net.sip.SipManager,isOpened,Landroid/net/sip/SipManager;.isOpened:(Ljava/lang/String;)Z,
102,android.net.sip.SipManager,isRegistered,Landroid/net/sip/SipManager;.isRegistered:(Ljava/lang/String;)Z,
103,android.net.sip.SipManager,makeAudioCall,Landroid/net/sip/SipManager;.makeAudioCall:(Landroid/net/sip/SipProfile;Landroid/net/sip/SipProfile;Landroid/net/sip/SipAudioCall$Listener;I)Landroid/net/sip/SipAudioCall;,
104,android.net.sip.SipManager,makeAudioCall,Landroid/net/sip/SipManager;.makeAudioCall:(Ljava/lang/String;Ljava/lang/String;Landroid/net/sip/SipAudioCall$Listener;I)Landroid/net/sip/SipAudioCall;,
105,android.net.sip.SipManager,open,Landroid/net/sip/SipManager;.open:(Landroid/net/sip/SipProfile;)V,
106,android.net.sip.SipManager,open,Landroid/net/sip/SipManager;.open:(Landroid/net/sip/SipProfile;Landroid/app/PendingIntent;Landroid/net/sip/SipRegistrationListener;)V,
107,android.net.sip.SipManager,register,Landroid/net/sip/SipManager;.register:(Landroid/net/sip/SipProfile;ILandroid/net/sip/SipRegistrationListener;)V,
108,android.net.sip.SipManager,setRegistrationListener,Landroid/net/sip/SipManager;.setRegistrationListener:(Ljava/lang/String;Landroid/net/sip/SipRegistrationListener;)V,
109,android.net.sip.SipManager,takeAudioCall,Landroid/net/sip/SipManager;.takeAudioCall:(Landroid/content/Intent;Landroid/net/sip/SipAudioCall$Listener;)Landroid/net/sip/SipAudioCall;,
110,android.net.sip.SipManager,unregister,Landroid/net/sip/SipManager;.unregister:(Landroid/net/sip/SipProfile;Landroid/net/sip/SipRegistrationListener;)V,
111,android.net.sip.SipAudioCall,init,Landroid/net/sip/SipAudioCall;.<init>:(Landroid/content/Context;Landroid/net/sip/SipProfile;)V,
112,android.net.sip.SipAudioCall,answerCall,Landroid/net/sip/SipAudioCall;.answerCall:(I)V,
113,android.net.sip.SipAudioCall,attachCall,Landroid/net/sip/SipAudioCall;.attachCall:(Landroid/net/sip/SipSession;Ljava/lang/String;)V,
114,android.net.sip.SipAudioCall,close,Landroid/net/sip/SipAudioCall;.close:()V,
115,android.net.sip.SipAudioCall,continueCall,Landroid/net/sip/SipAudioCall;.continueCall:(I)V,
116,android.net.sip.SipAudioCall,endCall,Landroid/net/sip/SipAudioCall;.endCall:()V,
117,android.net.sip.SipAudioCall,getLocalProfile,Landroid/net/sip/SipAudioCall;.getLocalProfile:()Landroid/net/sip/SipProfile;,
118,android.net.sip.SipAudioCall,getPeerProfile,Landroid/net/sip/SipAudioCall;.getPeerProfile:()Landroid/net/sip/SipProfile;,
119,android.net.sip.SipAudioCall,getState,Landroid/net/sip/SipAudioCall;.getState:()I,
120,android.net.sip.SipAudioCall,holdCall,Landroid/net/sip/SipAudioCall;.holdCall:(I)V,
121,android.net.sip.SipAudioCall,isInCall,Landroid/net/sip/SipAudioCall;.isInCall:()Z,
122,android.net.sip.SipAudioCall,isMuted,Landroid/net/sip/SipAudioCall;.isMuted:()Z,
123,android.net.sip.SipAudioCall,isOnHold,Landroid/net/sip/SipAudioCall;.isOnHold:()Z,
124,android.net.sip.SipAudioCall,makeCall,Landroid/net/sip/SipAudioCall;.makeCall:(Landroid/net/sip/SipProfile;Landroid/net/sip/SipSession;I)V,
125,android.net.sip.SipAudioCall,sendDtmf,Landroid/net/sip/SipAudioCall;.sendDtmf:(I)V,
126,android.net.sip.SipAudioCall,sendDtmf,Landroid/net/sip/SipAudioCall;.sendDtmf:(ILandroid/os/Message;)V,
127,android.net.sip.SipAudioCall,setListener,Landroid/net/sip/SipAudioCall;.setListener:(Landroid/net/sip/SipAudioCall$Listener;)V,
128,android.net.sip.SipAudioCall,setListener,Landroid/net/sip/SipAudioCall;.setListener:(Landroid/net/sip/SipAudioCall$Listener;Z)V,
129,android.net.sip.SipAudioCall,setSpeakerMode,Landroid/net/sip/SipAudioCall;.setSpeakerMode:(Z)V,Allows an application to modify global audio settings
130,android.net.sip.SipAudioCall,startAudio,Landroid/net/sip/SipAudioCall;.startAudio:()V,Allows using PowerManager WakeLocks to keep processor from sleeping or  screen from dimming
131,android.net.sip.SipAudioCall,toggleMute,Landroid/net/sip/SipAudioCall;.toggleMute:()V,
132,android.bluetooth.BluetoothHeadsetClient,acceptCall,,Required to be able to connect to paired Bluetooth devices.
133,android.telecom.TelecomManager,acceptHandover,Landroid/telecom/TelecomManager;.acceptHandover:(Landroid/net/Uri;ILandroid/telecom/PhoneAccountHandle;)V,"Allows a calling app  to continue a call which was started in another app. An example is a video  calling app that wants to continue a voice call on the user's mobile network.  When the handover of a call from one app to another takes place, there are  two devices which are involved in the handover; the initiating and receiving  devices. The initiating device is where the request to handover the call was  started, and the receiving device is where the handover request is confirmed  by the other party. This permission protects access to the  android.telecom.TelecomManager#acceptHandover(Uri, int, PhoneAccountHandle)  which the receiving side of the handover uses to accept a handover"
134,android.telecom.TelecomManager,acceptRingingCall,Landroid/telecom/TelecomManager;.acceptRingingCall:()V,Allows the app to  answer an incoming phone call
135,android.telecom.TelecomManager,acceptRingingCall,Landroid/telecom/TelecomManager;.acceptRingingCall:(I)V,Allows the app to  answer an incoming phone call
136,android.hardware.location.GeofenceHardware,addGeofence,,"Allows an app to access precise location. Alternatively, you might want  ACCESS_COARSE_LOCATION"
137,android.location.LocationManager,addGeofence,,"Allows an app to access precise location. Alternatively, you might want  ACCESS_COARSE_LOCATION"
138,android.location.LocationManager,addGpsStatusListener,Landroid/location/LocationManager;.addGpsStatusListener:(Landroid/location/GpsStatus$Listener;)Z,"Allows an app to access precise location. Alternatively, you might want  ACCESS_COARSE_LOCATION"
139,android.location.LocationManager,addNmeaListener,Landroid/location/LocationManager;.addNmeaListener:(Landroid/location/GpsStatus$NmeaListener;)Z,"Allows an app to access precise location. Alternatively, you might want  ACCESS_COARSE_LOCATION"
140,android.location.LocationManager,addNmeaListener,Landroid/location/LocationManager;.addNmeaListener:(Landroid/location/OnNmeaMessageListener;)Z,"Allows an app to access precise location. Alternatively, you might want  ACCESS_COARSE_LOCATION"
141,android.location.LocationManager,addNmeaListener,Landroid/location/LocationManager;.addNmeaListener:(Landroid/location/OnNmeaMessageListener;Landroid/os/Handler;)Z,"Allows an app to access precise location. Alternatively, you might want  ACCESS_COARSE_LOCATION"
142,android.location.LocationManager,addNmeaListener,Landroid/location/LocationManager;.addNmeaListener:(Ljava/util/concurrent/Executor;Landroid/location/OnNmeaMessageListener;)Z,"Allows an app to access precise location. Alternatively, you might want  ACCESS_COARSE_LOCATION"
143,android.location.LocationManager,addProximityAlert,Landroid/location/LocationManager;.addProximityAlert:(DDFJLandroid/app/PendingIntent;)V,"Allows an app to access precise location. Alternatively, you might want  ACCESS_COARSE_LOCATION"
144,android.net.wifi.WifiManager,addSuggestionConnectionStatusListener,Landroid/net/wifi/WifiManager;.addSuggestionConnectionStatusListener:(Ljava/util/concurrent/Executor;Landroid/net/wifi/WifiManager$SuggestionConnectionStatusListener;)V,"Allows an app to access precise location. Alternatively, you might want  ACCESS_COARSE_LOCATION"
145,android.telephony.TelephonyManager,call,,Allows an application to initiate a phone call without going throughthe  Dialer user interface for the user to confirm the call
146,android.bluetooth.BluetoothDevice,cancelBondProcess,,Required to be able to connect to paired Bluetooth devices.
147,android.bluetooth.BluetoothAdapter,cancelDiscovery,Landroid/bluetooth/BluetoothAdapter;.cancelDiscovery:()Z,Required to be able to discover and pair nearby Bluetooth devices.
148,android.bluetooth.BluetoothDevice,cancelPairing,,Required to be able to connect to paired Bluetooth devices.
149,android.bluetooth.BluetoothHeadsetClient,connect,,Required to be able to connect to paired Bluetooth devices.
150,android.bluetooth.BluetoothA2dp,connect,,Required to be able to connect to paired Bluetooth devices.
151,android.bluetooth.BluetoothSocket,connect,Landroid/bluetooth/BluetoothSocket;.connect:()V,Required to be able to connect to paired Bluetooth devices.
152,android.bluetooth.BluetoothHeadsetClient,connectAudio,,Required to be able to connect to paired Bluetooth devices.
153,android.bluetooth.BluetoothHeadset,connectAudio,,Required to be able to connect to paired Bluetooth devices.
154,android.bluetooth.BluetoothHealth,connectChannelToSource,Landroid/bluetooth/BluetoothHealth;.connectChannelToSource:(Landroid/bluetooth/BluetoothDevice;Landroid/bluetooth/BluetoothHealthAppConfiguration;)Z,Required to be able to connect to paired Bluetooth devices.
